eis_number,lead_agency,state,cost_m_usd_nominal,cost_year,cost_method,cost_source_url,cost_source_title,cost_source_publisher,cost_source_date,cost_source_page,cost_quote,cost_confidence,imputed,imputation_basis,cost_notes
20180002,FHWA,MO,237,2025,web,https://www.modot.org/projects/improvei70kc,MoDOT Improve I-70 Kansas City,modot.org,2025,NA,Programmed budget is $237 million for KC section. Tier II EIS covered 6.8-mi segment.,high,FALSE,NA,MoDOT I-70 KC Tier 2. Larger I-70 Wentzville-KC program is $3B over 199 mi.
20180004,BR,NM,280,2018,web,https://www.santafecountynm.gov/public-works/aamodt,Aamodt Settlement Pojoaque Basin Regional Water System,santafecountynm.gov,2018,NA,Total cost ~$279.2M for Aamodt settlement implementation (federal $162.3M + state/local $116.9M).,high,FALSE,NA,Bureau of Reclamation. Aamodt Indian Water Rights Settlement Act 2010.
20180009,FHWA,CO,0,2018,reclassified_to_ii,NA,NA,NA,NA,NA,US 50 Corridor East Tier 1 FEIS. Planning document <e2><80><94> defers all project-level decisions to Tier 2 NEPA. No construction authorized.,high,FALSE,NA,RECLASSIFY (ii). Add 'Tier 1' / 'Tier I' planning study pattern.
20180016,FHWA,IN,1500,2018,web_imputed,https://www.in.gov/indot/3193.htm,INDOT I-69 Section 6 Martinsville to Indianapolis,in.gov/indot,2018,NA,27-mile interstate completion. INDOT total program cost ~$1.5B for Section 6 (last segment to Indianapolis).,medium,TRUE,Interstate-upgrade-urban (~$56M/mi),Section 6 of I-69 Evansville-Indianapolis program. Now complete (2024).
20180026,USFS,ID,100,2018,sector_impute_pending,NA,NA,NA,NA,NA,Big Creek Geothermal Leasing Project. Geothermal exploration/development leases. Small-scale geothermal sector.,low,TRUE,Geothermal-leasing-initial-dev (~$100M),Caribou-Targhee NF ID. Small-scale.
20180032,FTA,IN,945,2018,web,https://www.transit.dot.gov/grant-programs/capital-investments/west-lake-corridor-project-profile-fy-2023-annual-report,FTA West Lake Corridor Project Profile,transit.dot.gov,2023,NA,$852M eligible project costs (FTA CIG basis). Total program ~$945M with NICTD additions.,high,FALSE,NA,NICTD South Shore Line extension Hammond-Munster-Dyer. 8 miles. FTA CIG.
20130018,BIA,WA,400,2018,web_imputed,NA,NA,NA,NA,NA,"Spokane Tribe West Plains Casino + Mixed-Use Development. Adoption of 2013 BIA EIS, project approved 2017. Mid-size tribal casino + hotel.",low,TRUE,Mid-size-tribal-casino-resort (~$400M),Spokane Tribe. Off-reservation fee-to-trust. Adoption record.
20180039,FHWA,AK,350,2018,web,https://www.adn.com/alaska-news/2023/08/03/cooper-landing-highway-project-estimate-more-than-doubles-in-cost/,Cooper Landing highway project estimate doubles,adn.com,2023,NA,Estimated $350M at 2018 ROD; rose to $840M by 2023.,high,FALSE,NA,Sterling Highway MP 45-60. Cooper Landing Bypass AK. AKDOT.
20180056,FHWA,WA,1900,2023,web,https://www.seattletimes.com/seattle-news/seattles-massive-2b-convention-center-finally-opens-after-delays/,Seattle's massive $2B convention center finally opens,seattletimes.com,2023,NA,Final cost $1.9 billion. Construction began August 2018 per 2018 ROD.,high,FALSE,NA,Washington State Convention Center Addition (Summit). Seattle. King County financed via lodging tax.
20180065,TVA,TN,200,2018,sector_impute_pending,https://www.federalregister.gov/documents/2018/06/07/2018-12236/cumberland-fossil-plant-coal-combustion-residuals-management-operations-final-environmental-impact,Cumberland Fossil Plant CCR Operations FEIS,federalregister.gov,2018-06-07,NA,Bottom ash dewatering facility + onsite landfill + closure-in-place. Cost not disclosed in FEIS. TVA CCR landfill program impute.,low,TRUE,CCR-landfill-dewatering-facility (~$200M),Cumberland TN. TVA CCR management per 2015 EPA rule.
20180075,BR,CA,1400,2018,web,https://www.sandiego.gov/public-utilities/sustainability/pure-water-sd/news181127,EPA Awards $614M WIFIA Loan for Pure Water San Diego,sandiego.gov,2018-11-27,NA,First phase estimated to cost $1.4 billion. EPA WIFIA loan ~$614M closed 2018.,high,FALSE,NA,Pure Water San Diego Phase 1 <e2><80><94> North City. Indirect potable reuse 30 MGD.
20180093,USFS,NM,0,2018,reclassified_to_ii,NA,NA,NA,NA,NA,Santa Fe National Forest Geothermal Leasing FEIS. Leasing decision only <e2><80><94> no specific project. Subsequent project-level NEPA required.,high,FALSE,NA,RECLASSIFY (ii). Add 'geothermal leasing' pattern (similar to oil/gas leasing programmatic).
20180128,USFS,CO,35,2018,sector_impute_pending,NA,NA,NA,NA,NA,"Steamboat Ski Area Improvements. Routt NF. Lifts, snowmaking, terrain. Modest resort capex.",low,TRUE,Ski-resort-on-mountain-improvements (~$35M),Steamboat (Alterra). Routt NF CO.
20180129,FTA,CA,300,2018,web_imputed,NA,NA,NA,NA,NA,Geary BRT San Francisco. 6.5 miles Center-Running BRT. SFMTA capital project ~$300M (Phase 1 + Phase 2).,medium,TRUE,BRT-urban-corridor (~$300M for 6.5 mi),SFMTA + FTA Small Starts. Geary Blvd SF.
20180135,USAF,CA,200,2018,sector_impute_pending,NA,NA,NA,NA,NA,KC-46A MOB 4 Beddown at Travis AFB. Standard tanker beddown MILCON package.,low,TRUE,KC-46A-beddown-MILCON (~$200M),Travis AFB CA. Air Force aerial refueling tanker recapitalization.
20180137,BLM,WY,1500,2018,web_imputed,NA,NA,NA,NA,NA,"Normally Pressured Lance (NPL) Natural Gas Development Project. Jonah Energy. Up to 3,500 wells. Major Wyoming gas development.",low,TRUE,Wyoming-large-gas-development (~$1.5B),Sublette County WY. Jonah Energy. 220k acres.
20180139,USFS,CA,80,2018,web_imputed,https://www.fs.usda.gov/r04/humboldt-toiyabe/projects/archive/36656,Humboldt-Toiyabe NF Bordertown to California 120kV,fs.usda.gov,2018,NA,11.9 mi 120kV transmission. NV Energy. Standard ~$5-8M/mi for 120kV in mountainous terrain.,low,TRUE,120kV-transmission (~$80M for 12 mi),Reno-area transmission upgrade. NV Energy.
